listing_id,address,city,state,zip,interstate
45dba33a-1322-426d-a01e-6809df669d92,8631 Highway 25 E,Cross Plains,TN,37049,I-65
4678d9cd-6eea-460c-8d08-def9f6abec0b,"Elkton Station, 107 Railroad Avenue (classroom); North East Campus range",Elkton,MD,21921,I-95
469dadae-9ba0-4f80-aacf-eb83ca8efc25,1463 N Wesleyan Blvd,Rocky Mount,NC,27804,I-95
474c16be-f5a2-4ead-889b-94637b2a5110,3124 Highway 391 N,North Little Rock,AR,72117,I-40
4788aa99-bbfe-4f81-b826-788e02ee475c,4080 W Hwy 326,Ocala,FL,34482,I-75
4795b25a-2bb2-4c4e-ac29-d864159cb3f3,2200 Broening Highway,Baltimore,MD,21224,I-95
485085d9-98c6-4e88-9661-862c3bc0c514,8795 Main St,Birch Run,MI,48415,I-75
4851db39-17a3-4025-877d-966353811088,2315 E Service Rd,West Memphis,AR,72301,I-40
48597a5d-b599-4e11-9826-eae4352b3e51,2522 Christmasville Rd,Jackson,TN,,I-40
48651de0-1c89-4102-a039-e0703af156ec,10324 Cogdill Rd,Knoxville,TN,37932,
488ef5d6-960c-4504-a163-4c4c8c6d11fc,452 AR-38 E,Widener,AR,72394,I-40
48942c6d-d58b-46ad-8a29-906278fceb35,6109 US-43 S,Satsuma,AL,36572,I-65
48d81093-d807-4023-b971-9277d9f47cd8,500 East State Street,Botkins,OH,45306,I-75
48f3af5a-620d-4a44-9dd5-96210e2b3e39,202 Commerce Dr,Saraland,AL,36571,I-65
490090ee-0f38-4901-926b-2b8bc93ff390,2241 Fair Rd,Sidney,OH,45365,I-75
49310225-476e-403f-bc11-b296444ee454,3365 Sugar Hill Rd,Marion,NC,28752,I-40
493f87f4-8dca-4681-9d42-1da6c4646855,11459 SW 61st Way,Jasper,FL,32052,I-75
49433ba9-dcea-4fa2-81f6-46cc54bf922c,799 12th Ave N,Nashville,TN,37203,I-40
49a23bf0-18cb-4ee8-b3cc-eaf19114f3d3,6830 Franklin-Lebanon Road,Franklin,OH,45005,I-75
49d33773-e031-4778-853c-731f623a5d5b,2202 N Main St,Brinkley,AR,72021,I-40
4afcec75-e167-44b6-bf5b-3219086c047e,3686 Pulaski Highway,Cornersville,TN,37047,I-65
4b07b610-8186-4ad2-b037-cb9c402928a9,4154 W US Hwy 24,Remington,IN,47977,I-65
4b2f3f98-a3b1-4f01-8414-3bf1bd312c3d,1010 N Main St,Palestine,AR,72372,I-40
4b5d062c-18db-4d39-8a06-073ae984e323,120 Declaration Dr,McDonough,GA,30253,I-75
4be0bff5-6246-43d0-8501-159b1d07cf32,30559 Lemoyne Rd,Walbridge,OH,43465,I-75
4c1a72f9-a863-484e-ae1d-600e8bd8b7a0,3014 Paxville Hwy,Manning,SC,29102,I-95
4c7eff4b-4b93-4969-8d19-5fb1d388779b,502 Gordonsville Hwy,Gordonsville,TN,38563,I-40
4cb8afcb-7943-4924-a965-9b5234c9c69f,451 Logston Ln,Berea,KY,40403,I-75
4d1432ba-9d0d-4905-909b-2fce8d5d6497,12906 Deshler Rd,North Baltimore,OH,,I-75
4db7dcbe-4283-4be8-a997-167b7bd9582e,816 E Oak St,Conway,AR,72032,I-40
4e060c6a-1fab-4808-928a-bd991bf8f694,13820 Highway 641 N,Holladay,TN,38341,I-40
4e347a10-336f-40d4-9ef0-e48a91eca38a,433 Grange Rd,Port Wentworth,GA,31407,I-95
4e5234b6-1305-4705-941d-ec5a77370983,1105 E King Ave,Kingsland,GA,31548,I-95
4e7bad60-63ed-45fd-a1f3-57408c623aaf,965 S Commerce Dr,Seymour,IN,47274,I-65
4ee402f8-abbf-471f-a9f7-620234b2b192,1505 Bobby L Glover Highway,Carlisle,AR,72024,I-40
4f23643b-4ec9-471a-beac-7a7538e73adf,2015 W Lucas St,Florence,SC,29501,I-95
4f5b08c4-ff4d-4c48-b881-6d1ae8d9383f,15415 Highway 13 S,Hurricane Mills,TN,37078,I-40
4f77aa49-f11e-4ebd-a86e-9c6290ec1ec1,2449 Genesis Rd,Crossville,TN,38571,I-40
4f94e1cf-fe15-4bba-917c-9f389ab3bd04,1255 N Dixie Hwy,Monroe,MI,48162,I-75
5003bce1-1cfa-45ff-a23d-5f31e1df1450,145 Richwood Rd,Walton,KY,41094,I-75
5046a85e-6a9a-49e8-aedd-ab29f95b00d1,1221 E 12th St,Wilmington,DE,19802,I-95
50a29c91-4d5a-429d-a8ae-bc27851fde1c,4350 Highway 63 N,Hazen,AR,72064,I-40
50c293a2-8ee6-465e-b34e-f4fbc12ecb96,2000 Big M Blvd,Clanton,AL,35046,I-65
50c54637-cbc4-4afc-95f4-10e946870d06,8220 Roberts Matthews Hwy,Cookeville,TN,,I-40
50cf9353-443d-406e-b1d2-9889112e116c,491 St Marys Rd,St. Marys,GA,31548,I-95
50e12207-792b-4c19-9ce5-f072abdc9e46,2710 S Main Street,Middletown,OH,,I-75
50f05436-a429-44f6-829e-630075daec0d,"I-95 Northbound, Mile Marker 24",Lumberton,NC,28358,I-95
51296b6f-d325-4a97-a48f-d7a315a5e7e0,1775 Bellefontaine Street,Wapakoneta,OH,45895,I-75
5167a32a-fc7a-4aa0-8896-07a13b20acbb,2976 Highway 48 S,Dickson,TN,37055,I-40
51cd4b66-e72d-4dfa-9502-cf04145feb19,30 W Hwy 92,Williamsburg,KY,40769,I-75
51f35bd0-85e6-45f9-9360-71e5110f4c79,722 Watt Rd,Knoxville,TN,37934,I-75
523080e8-e097-4129-a1fd-6971162dc8c0,116 Jasmine Dr,Newport,TN,37821,I-40
525d165f-3020-48a5-a584-8bf689288500,130 Pilot Dr,Brunswick,GA,31523,I-95
52615e2d-bbbe-45e7-8acc-4e95824179c8,1503 Avco Blvd,Sellersburg,IN,47172,I-65
5330fe76-dd64-4b5b-b8d6-aca559036526,111 Mill Branch Rd,Latta,SC,29565,I-95
533ac088-b077-4175-880b-04fb1ec093c1,709 E Vine St,Vienna,IL,62995,I-24
53bc511f-3b30-4ac3-aed3-597e416f3f38,1849 Summer St,Hammond,IN,46320,I-65
53c9e3df-31f9-4405-9b33-0b089333c88e,1544 Bear Creek Pike,Columbia,TN,38401,I-65
54011c80-7ce2-44f4-b11a-f2b8985f9794,151 N Dogwood Dr,Berea,KY,40403,I-75
546a52e7-2632-4626-a6b7-5fc3134a802a,1001 Interstate Rd,Clarksville,AR,,I-40
5497dc27-dbdc-44b7-8f64-3fd3f6504007,7210 Strawberry Plains Pike,Knoxville,TN,37914,I-40
54a65451-113a-452a-9760-bcf055bb5769,5115 N 300 E,Whiteland,IN,46184,I-65
54b59fd2-c9f0-4978-970f-e736398c2504,7425 Crosswood Blvd,Knoxville,TN,37924,I-40
54d2b882-24b4-4c09-b2b8-98529c4e1af7,961 Hwy 140 NW,Adairsville,GA,30103,I-75
54d7e6d4-f558-42b6-af10-f87f0b9fe8e6,1255 N Dixie Hwy,Monroe,MI,48162,I-75
54e7735a-85fc-48e7-89ab-3b4e5eeaa514,900 S Jefferson Ave,Cookeville,TN,38501,I-40
54eb73aa-b523-42b7-bb42-be43bfe1e235,13019 Walton Verona Rd,Walton,KY,41094,I-75
5527d376-b806-4a10-bc75-0478c35672d0,1200 Nadeau Rd,Monroe,MI,48161,I-75
55b940bd-0f8a-4c2c-8e30-ce6832982ef8,2936 E 79th Ave,Merrillville,IN,46410,I-65
55c80169-0830-4e29-806c-016c71a1087f,109 Taylor Rd,Corbin,KY,40701,I-75
55ea9889-c967-4506-aab5-c5fb836ee30e,I-75 N Mackinac Bridge Plaza,St. Ignace,MI,49781,I-75
56a4531c-0424-4825-add8-4c9c76280e29,7821 Commerce Dr,Florence,KY,41042,I-75
56accaa0-eb22-413a-b887-1e6d535c08ae,3712 Crabtree Rd,Waynesville,NC,28786,I-40
57018663-4fa6-44de-9eaa-8e72da705b86,200 S Kings Hwy,Fort Pierce,FL,34945,I-95
5708f6be-07ee-4cde-8568-47b94d8cb9ca,18823 MacArthur Dr,North Little Rock,AR,72118,I-40
582280fa-d1b8-4e9f-aee1-575fa00b8e8a,8477 US-42,Florence,KY,41042,I-75
58632d08-df92-4a46-8c2a-b89a3a0e138a,1317 Emmanuel Church Rd,Conover,NC,28613,I-40
587b9f17-2d09-4a6b-90c2-0ed467f935f9,7419 Alma Highway,Alma,AR,72921,I-40
588ee9e4-f2de-4961-9cc4-ed1186a74a73,200 Belle Hill Road,Elkton,MD,21921,I-95
58dc0ef3-dc55-42ec-9b42-3ddcad197aa8,1400 Elkton Road,Elkton,MD,21921,I-95
58ed9375-a7ad-4139-95ec-8c928564778c,744 E State Road 44,Wildwood,FL,34785,I-75
592fd7e2-c237-4e04-931c-ba3329687ed7,3928 Glenway Ave,Cincinnati,OH,45205,I-75
595de56a-aada-4034-882b-60a2fd579ab3,2301 W Lucas St,Florence,SC,29501,I-95
5992321e-fdc0-44b7-81ba-b85a783e5d24,556 E State Road 44,Wildwood,FL,34785,I-75
5a49d5db-8dcd-4ad8-b10a-b4c6dcacf3a4,7837 East Lincoln Highway,Beaverdam,OH,45808,I-75
5a5fa4df-c324-4405-bdb6-977ffb7f01a5,770 Moores Ferry Rd,Skippers,VA,23879,I-95
5ad2354d-2ee0-42ab-b983-c07c9716e753,1068 N Green St,Ridgeland,SC,29936,I-95
5b586188-4b1d-455f-931c-8157582a9f92,118 Triport Circle,Georgetown,KY,40324,I-75
5bb26e5f-300b-4e53-856d-4e29876dee0e,335 S Schaefer Hwy,Detroit,MI,48217,I-75
5be874bb-ebc4-45d6-a70c-18a96c727c5c,2400 US Highway 64 East,Pulaski,TN,38478,I-65
5c20a67d-267d-4868-aba5-210a14624dbc,7401 W Hwy 318,Reddick,FL,32686,I-75
5c42f488-24de-40af-a67d-88e61d627d64,11229 Frontage Rd,Walton,KY,41094,I-75
5c78823e-ad8c-4072-a019-f167a2846019,82 White St,Whiteland,IN,46184,I-65
5ca065f4-b503-45a1-9636-b5d8e4505c36,4230 W US Hwy 24,Remington,IN,47977,I-65
5cf98762-e51b-4116-8a71-1934fcc47f35,1526 51st Ave E,Ellenton,FL,34222,I-75
5d4b5503-e66f-42af-89db-63e3bb9eb809,2040 E 10th St,Woodbine,GA,31569,I-95
5d4edba9-0200-41ea-9b33-43cb436d42c4,1417 5th Street,Jellico,TN,37762,I-75
5dc09f81-e5df-4022-8248-8fe8e0df8305,1512 Highway 96 N,Fairview,TN,37062,I-40
5e45aa1a-47fd-49c7-a562-fffd0cb426b4,908 E Highway 72,Athens,AL,35611,I-65
5e829807-6932-4f13-b44f-e5dea115f755,722 Watt Rd,Knoxville,TN,37934,I-75
5e845e58-af0f-4226-96f6-e7d384fe3611,110 Triport Rd,Georgetown,KY,40324,I-75
5e8660b1-0553-413a-b271-9bdf78f09202,5820 Hagman Rd,Toledo,OH,43612,I-75
5ea6edb7-8a31-4b40-a59a-aac43a2f9d9c,1420 Highway 96,Fairview,TN,,I-40
5ebe160f-0905-4a56-92ed-e863212681da,426 AL Highway 69 S,Hanceville,AL,35077,I-65
5ee50208-ea02-4cbd-8477-5f7469cc0385,222 KY-770,Corbin,KY,40701,I-75
5f6849f3-fd15-4de2-93e7-69dd2003af1a,17308 Park 78 Dr,North Fort Myers,FL,33917,I-75
5f922ea7-ad01-4fff-aa2e-33a9d2cf1177,110 Fast Ln,Baxter,TN,38544,I-40
5f997893-25c2-42f3-9c82-4ce2697e602f,1065 Deep Springs Rd,Dandridge,TN,37725,I-40
5fc5e9a4-17f9-40c7-9c65-d3904e90140f,505 Patriot Dr,Dandridge,TN,37725,I-40
5fe49a55-7136-4e0d-9700-7d83da365074,3965 Highway 59,Mason,TN,38049,I-40
5ff985fa-b430-487b-8217-485a94e97d7d,3205 Valentine Rd,North Little Rock,AR,72117,I-40
5ff9ec4c-0bb8-49ad-b411-e84e11644025,2201 Hull Rd,Fayetteville,NC,28303,I-95
6003d4f7-6d00-4d20-b0f6-2f44c9b8f115,5601 US-31,Clarksville,IN,47129,I-65
6027611b-b476-48b3-a777-b43b6492b5ae,3404 Highway 63 N,Hazen,AR,72064,I-40
603f66e7-ab68-4307-908f-1d1d6ca2d69a,1712 Germantown Road,Middletown,OH,45042,I-75
605eb2aa-f167-4118-b720-5e470775c93d,2277 E 15th Ave,Gary,IN,46402,I-65
606a8c6f-80a0-4fd2-865e-19f30f18fd29,11229 Frontage Rd,Walton,KY,41094,I-75
60782b45-eee6-4dd1-89f2-83b16975bc81,335 E Yusen Dr,Georgetown,KY,40324,I-75
6127835d-06d1-42a8-bfdc-aa63201b3ff4,1775 Bellefontaine St,Wapakoneta,OH,45895,I-75
6179df3f-6f75-4755-b9ca-75e29976793e,1827 Holiday Drive,Athens,TN,37303,I-75
61990c24-6dcc-4d68-9d2c-76f95ea5e682,13085 Walton Verona Rd,Walton,KY,41094,I-75
61a7d832-a098-4196-bbe2-5b58562e7b9b,1 Center Drive,North East,MD,21901,I-95
62263317-c71c-47d6-90ed-4682b92baeb5,300 US Highway 71 N,Alma,AR,72921,I-40
63337a0c-f3e4-4af5-ae0c-ba30923c6f18,1201 Neubrecht Road,Lima,OH,45801,I-75
635533bc-dbff-4861-ace8-074052e31f00,2790 Broadway,Macon,GA,31206,I-75
63726042-4b3b-41c2-a7e8-267af4a9285b,5820 Hagman Rd,Toledo,OH,43612,I-75
646d0d24-104d-46d8-92a4-d29ce7d8db20,3799 Colonel Rd,Richmond,KY,40475,I-75
647347d8-57c8-4ae1-8388-cdd3897bd0bf,4400 Peytonsville Road,Franklin,TN,37064,I-65
64c31cfc-87b8-41a8-a05f-fd70a50df17c,7001 GA-21,Port Wentworth,GA,31407,I-95
64df8068-a463-497f-8070-1b0e238de908,20515 Hwy 365 N,North Little Rock,AR,,I-40
659aef3d-030d-4e6b-b626-74956b50d0b5,215 Basswood Ave,Dayton,OH,45405,I-75
65b43b41-ec30-4e6c-bb62-89350773f592,1100 NW 1st Ave,Ocala,FL,34475,I-75
65d7a9c2-d5e3-4bcc-8cdc-4b20bcbf2fc8,142 White St,Whiteland,IN,46184,I-65
668ea41a-8085-4a27-a97e-932f7e23dbe9,633 Donaldson Rd,Erlanger,KY,41018,I-75
66990611-5600-4c2b-be68-7e14bc61820f,104 Dee Dee Lane,Lonoke,AR,72086,I-40
66abae1e-f898-4e10-8def-fd7e3504b89e,5111 N Fayetteville Rd,Lumberton,NC,28358,I-95
66f48a5d-4b79-4673-a245-f44828333bca,1815 N Main St,Brinkley,AR,72021,I-40
679989c5-ac9b-4de4-9f1d-347eb41ab47d,612 E 5th Ave,Gary,IN,46402,I-65
67d39304-81ee-485f-a23a-0882d8ace653,2607 Scrubby Bluff Rd,Kingsland,GA,31548,I-95
683aa9c6-51fa-479d-8042-b597b0bf2958,3300 Highway 391 N,North Little Rock,AR,72117,I-40
687996be-4fd9-4464-a9b3-3df5b2c7f505,14197 S US Highway 441,Lake City,FL,32024,I-75
68afff98-8a4c-42be-b099-e87e50b08a38,1750 Salem Rd,Cookeville,TN,38506,I-40
69637f6a-9573-47cb-acaf-7570d602a047,1129 Smokey Mountain Lane,Newport,TN,37821,I-40
699bb772-2ec5-4520-bf6b-abeebf30954a,900 Tyson Rd,Hope Hull,AL,36043,I-65
69f1f244-c4c0-480b-9e95-f1b02554cb6b,2101 US Highway 49,Brinkley,AR,72021,I-40
6a2400d1-8053-46a5-adbb-e6a12e4cf641,2020 SW Highway 484,Ocala,FL,34473,I-75
6a994e3d-56e9-4f0c-97dc-5557807a5fe4,I-75 North near mile marker 343,Ringgold,GA,,I-75
6b024371-05b4-4fba-89d5-8df8670380f7,1385 Lenoir Rhyne Blvd SE,Hickory,NC,28602,I-40
6b1c4dcd-2806-4c11-aa60-413a867dfa8c,14262 SR-119 (OH-119),Anna,OH,45302,I-75
6b62a621-ad4e-4aa3-9737-232189c123ce,2050 North Dixie Highway,Lima,OH,45801,I-75
6b64ef96-f1db-4d75-a7e0-a8c9e1a7749f,2600 W Main St,Clarksville,AR,72830,I-40
6bad6451-4f76-45b8-9a3b-4a1aad414f83,4401 US Highway 17,Richmond Hill,GA,31324,I-95
6bc0c663-fe39-4d71-b270-4b4d3d04b651,"I-95 Median Service Plaza, Mile Marker 97, John F. Kennedy Memorial Hwy",North East,MD,21901,I-95
6bd441b6-c0a8-43f2-9c45-b2c9aad57353,245 College Rd,Smithfield,NC,27577,I-95
6c2078f9-7d25-48bf-8e8f-10d24ac2b372,3712 Crabtree Rd,Waynesville,NC,28786,I-40
6c5d6f67-da95-4378-a089-72e6b7a307c4,2050 Highway 70 E,Jackson,TN,38305,I-40
6c6a902c-51f9-4aee-859d-3eb835664f64,"I-95 Northbound, Mile Marker 37",Savage,MD,20763,I-95
6cb96913-3917-4d7a-98df-9b762bcc16a9,1107 Georgia Ridge Dr,Mulberry,AR,72947,I-40
6cd2a291-3ad1-4b4c-9bd1-fcad6df3b8e4,2600 Middlebrook Pike,Knoxville,TN,37921,
6d1d4dd4-a6c9-418b-a766-edfb108c2503,491 St Marys Rd,St. Marys,GA,31548,I-95
6d8f6cd0-78e1-489f-9f94-7878cba55e77,8067 FL-6,Jasper,FL,32052,I-75
6d944928-3079-4aef-b907-dfab87dadbb1,650 GA-299,Wildwood,GA,30757,I-24
6da51cc0-fd95-4dd9-b43e-a677ea9ccec3,726 N Main St,Emporia,VA,23847,I-95
6de301f3-14ca-4c44-b816-1820cd9f4ae7,7401 W Highway 318,Reddick,FL,32686,I-75
6df1efd9-c205-446d-a485-6e7aa43e3762,400 West 29th St,North Little Rock,AR,72114,I-40
6e1f345b-b3fd-42bb-848c-acfb5573ebc8,30 Sand Pebble Rd,Jackson,TN,38305,I-40
6e547c77-4ab9-49fa-bfdc-0d6ad39abaed,9730 US Highway 70,Brownsville,TN,38006,I-40
6e837904-c3b3-432f-b78f-bce80ada5ea0,505 Patriot Dr,Dandridge,TN,37725,I-40
6ea6cd6b-978f-494d-a434-913c90a82978,481 W Hwy 92 (KY-92),Williamsburg,KY,40769,I-75
6ef81403-6ac8-4aca-8842-8f004d6cbea2,6610 Pritchard Rd,Jacksonville,FL,32219,I-95
6f7fee11-ff4c-445d-b830-d899d682312c,950 FL-206 W,Saint Augustine,FL,32086,I-95
6f8465f7-12d6-48a5-afd8-fb057a1d18fb,1711 W Commercial St,Ozark,AR,72949,I-40
6f9703ca-f211-4241-b6a0-0eed10065024,1476 US Highway 80 E,Pooler,GA,31322,I-95
6fcf0410-53d1-44e8-afa9-db8080d9b50a,9101 W Okeechobee Rd,Hialeah Gardens,FL,33016,I-75
703372a3-ddb0-4201-b738-cab8ded1a1cf,222 KY-770 (Highway 770),Corbin,KY,40701,I-75
7123e9e2-c970-4da1-88d7-7cb1f4c40954,3660 Canada Rd,Lakeland,TN,38002,I-40
713ec7f7-b945-4cab-8cda-063d5d117e1b,556 E State Road 44,Wildwood,FL,34785,I-75
71e6cb4a-6c13-4f87-9686-92e6044703a0,11765 Capital Ln,Fredericksburg,VA,22407,I-95
724d82b8-ca51-4b99-989f-9caa92eccc5c,"2150 S Crater Rd, Suite A",Petersburg,VA,23805,I-95
7263d1cc-402f-4e71-84c4-abe89266f219,408 Highway 149 N,Earle,AR,72331,I-40
72a21b70-6f02-439d-a737-1423eabc65f5,4135 I-75 Business Spur,Sault Ste. Marie,MI,49783,I-75
72afed68-caa3-49ed-b20b-9766e2a533b4,550 Spence Ln,Nashville,TN,37210,I-40
72ff780f-93e7-4421-b8a0-9d79a49205fd,65 Sadler Rd,Dunn,NC,28334,I-95
734dcb31-77d9-4a4a-a07c-f710c03cff1e,7599 Melton Rd,Gary,IN,46403,I-65
737b6683-853c-4c7c-9b81-30aadadb627d,21305 State Route 22 N,Wildersville,TN,38388,I-40
738937f9-3b6d-44d2-9c1e-61ce6e0c43dc,751 S Congress Ave,West Palm Beach,FL,,I-95
73920f3a-b274-4027-bd03-02dc00c5e3b2,1920 Express Way,Findlay,OH,45840,I-75
739d2f45-39e1-4353-9a1d-44d4641c129c,1585 Sycamore View Rd,Memphis,TN,38134,I-40
73be6034-88f2-44ac-9534-f669515c83a4,2105 N Main St,Brinkley,AR,72021,I-40
73f556fb-c779-4a56-896a-4ed1b6d0c666,4033 E Southport Rd,Indianapolis,IN,46237,I-65
740eb2a8-11f4-417c-b100-55913cdad7bb,12100 Valentine Rd,North Little Rock,AR,72117,I-40
7429a8d9-ab7c-4563-be9c-c66b0b19efc4,7507 US-31,Sellersburg,IN,47172,I-65
74398e08-61e6-41b8-b3fd-e22c6c6cf6d0,1650 County Road 210 W,Saint Johns,FL,32259,I-95
7500cfb3-d609-4280-9869-356cb5588398,26505 Jones Loop Rd,Punta Gorda,FL,33950,I-75
7612bd4d-3c89-4824-8916-ea651a1caf95,2962 E 500 N,Whiteland,IN,46184,I-65
76b5c804-3a44-4f97-bbce-c1f66830b180,100 Fish Lake Road,Atkins,AR,72823,I-40
76c7094c-a57d-4c9f-9232-1343eead5d58,6906 AR-124,Russellville,AR,72802,I-40
76e36705-8140-4902-8922-1ae83351ce7a,2400 E 200 N,Lafayette,IN,47905,I-65
76f653aa-907b-4800-865a-1dd03003185a,493 E State Road 44,Wildwood,FL,34785,I-75
773a8400-7000-4901-b31c-6f83dda77af6,1001 Baker Drive,Monroe,OH,45050,I-75
775e2acd-8477-41d7-b7a8-eed2023f229f,43 Interstate Ave,Russellville,AR,72802,I-40
7772b269-fcc4-40df-a5f8-84c8a851880f,365 Tanger Blvd,Seymour,IN,47274,I-65
7781de27-e09d-41fe-b394-5250755d187b,1701 Everett Rd,Knoxville,TN,37932,I-75
779bb801-20f2-4567-b127-011270581bd1,3001 Grant St,Gary,IN,46408,I-65
77cae36c-db9c-4cbf-832a-dbfbb384389b,1503 Avco Blvd,Sellersburg,IN,47172,I-65
7814b01a-0e7a-4500-a515-e265c22c0e26,3116 Noble Way,Hartford,TN,37753,I-40
783d1792-e352-4fb3-bd2b-fc38951c19c8,2510 Burr St,Gary,IN,46406,I-65
786bf473-2404-4915-bd74-a05c7c07989a,3150 Grant St,Gary,IN,46408,I-65
789edf6c-1440-44ca-8034-2d2a483a651d,"I-75 Northbound, Mile Marker 127",Georgetown,KY,40324,I-75
7968ad6f-c140-4f4a-8ca9-a08ddc940203,497 County Road 222,Cullman,AL,35055,I-65
79b23309-1563-43cb-9657-4edb9d990acb,"I-40 Eastbound, Mile Marker 73",Denmark,TN,,I-40
7a1de681-cd92-4406-8bea-30ee681a1c98,6410 E State Road 64,Bradenton,FL,34208,I-75
7ad5c4a4-d850-4901-8542-72497a2d0e47,130 W Trinity Ln,Nashville,TN,37207,I-65
7af1a802-82f1-4501-a026-986e8230ccfb,I-95 South near milepost 40,Carson,VA,23830,I-95
7b2669e3-059c-435e-9a2b-814f63db2e81,306 5th Avenue,Athens,AL,35611,I-65
7b340f8f-28fc-4bca-83a8-bee8a793a4fb,1255 N Dixie Hwy,Monroe,MI,48162,I-75
7b36b126-6502-447f-bb23-84c4010f7203,2126 Ruffin Mill Rd,Colonial Heights,VA,23834,I-95
7b969fa7-19c1-4bd2-b0c5-9663b9007464,3308 Hwy 226 S,Marion,NC,28752,I-40
7c0afaab-bf58-41b1-9e45-2078f713a690,333 Harold G. Clark Pkwy,Forsyth,GA,31029,I-75
7c5326e4-da4c-4e5b-a0cd-48b3efd82863,923 Johnston Pkwy,Kenly,NC,27542,I-95
7c721c5c-0428-4578-bf6b-212951c81717,11775 Snyder Rd,Knoxville,TN,37932,I-75
7ca426a1-8f1c-41fd-a721-3c070ccec7c9,1617 Finley Blvd,Birmingham,AL,35204,I-65
7ced51ec-fa99-48cd-b788-075a711e3dc7,640 Massman Dr,Nashville,TN,37210,I-40
7d145a52-2a8c-420b-87c8-5c8668bca4d9,2020 SW Highway 484,Ocala,FL,34473,I-75
7d2aff0a-c2d6-4a14-96d6-6fb5eee5aaa2,400 S Center St,Hildebran,NC,,I-40
7d3ead5b-1237-474f-9154-06b410f7b410,530 John F. Kennedy Memorial Hwy,Newark,DE,19713,I-95
7d43f079-09a4-4f73-a484-93682b5e28aa,1100 Martin Luther King Jr Dr,West Memphis,AR,72301,I-40
7d74bb54-f22d-4594-8bc8-9d9710f88ac0,8909 20th St,Vero Beach,FL,32966,I-95
7d908a8c-749c-4c46-9c03-9c73ad7b7b36,830 Eastern Bypass,Richmond,KY,40475,I-75
7dd25bf6-0e6b-40f2-b2f8-6f84541b781f,1915 Church St,West Palm Beach,FL,33409,I-95
7de48d80-bca0-454b-b71e-71385ae9c6e5,1190 S Main St,Wildwood,FL,,I-75
7e3bf39e-aaad-40cc-b496-182450fb2ffe,I-75 near mile marker 448,White Springs,FL,32052,I-75
7e7568b1-db1e-4d3a-8403-85df63b12990,6109 US-43 S,Satsuma,AL,36572,I-65
7e79bd38-6884-4e0c-a05e-0303faa8514e,427 East Main Street,Beaverdam,OH,45808,I-75
7e949312-8bda-4eb3-b270-bed57d56fdc0,15559 Highway 13 S,Hurricane Mills,TN,37078,I-40
7eaa790a-ef79-4337-8268-12328f968bfb,3205 Valentine Rd,North Little Rock,AR,72117,I-40
7eb47ea3-8514-41aa-be0d-82f6fbf5e8c3,John F. Kennedy Memorial Highway (I-95 NB),Perryville,MD,21903,I-95
7ec875ca-4ce5-4cc3-89d6-fb9123d30797,727 Fesslers Ln,Nashville,TN,37210,I-40
7ecfa67f-7149-4f2f-b7ff-158fd231e674,504 Gallaher Rd,Kingston,TN,37763,I-40
7edab277-0c0b-4498-a04d-3389926b0fe4,2962 E 500 N,Whiteland,IN,46184,I-65
7ee7902b-c0a6-4f09-8cd7-ba06e9ecb000,2510 Burr St,Gary,IN,46406,I-65
7f5d9778-61ef-40e4-aebb-b4a61d36347f,5301 New Kings Rd,Jacksonville,FL,32209,I-95
7f70f558-89b5-4209-9bc2-2251ff1b4b04,7150 Okeechobee Rd,Fort Pierce,FL,34945,I-95
