listing_id,business_name,category,city,state,interstate,exit_number,classification,reason
01141f13-1417-494d-a94d-1445b4261451,HOB-CO LLC Mobile Truck & Trailer Repair,roadside-service,Richmond,KY,I-75,,unresolved,no exit path and no street address
020975e1-13ef-41d9-a02e-c94d8ba05896,"CAT Scale — Love's Travel Stop #624, Prichard",cat-scales,Prichard,AL,I-65,8,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
03cfac83-ce8b-457e-98e6-26265c60d3b4,Love's Truck Wash - Hazen,truck-washes,Hazen,AR,I-40,193,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
0432986c-b8ae-47fe-a647-db30b12d9434,"Love's Truck Tire Care #624, Prichard",tire-repair,Prichard,AL,I-65,8,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
062c24f7-7145-41f3-97f7-431b2d8965b3,Pilot Travel Center #6990,truck-stops,Kenly,NC,I-95,106,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
06883341-0452-4e42-ac4a-110e3c75596d,Waynesville Tire Inc,tire-repair,Waynesville,NC,I-40,,unresolved,no exit path and no street address
06e42540-a961-466c-8a92-b323201f9410,Arkansas Highway Police Weigh Station - I-40 Westbound (Riverside / West Memphis),weigh-stations,West Memphis,AR,I-40,,unresolved,no exit path and no street address
0b34c58e-1c6e-4138-a978-f49cbf546920,"CAT Scale — Love's Travel Stop #470, Jasper",cat-scales,Jasper,FL,I-75,451,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
0b4195b4-4e0a-4192-99a0-dea2c6eb0d9e,Halifax County I-95 Weigh Station (SHP),weigh-stations,Enfield,NC,I-95,,unresolved,no exit path and no street address
0b924a84-cb2d-4876-b433-f63fdfa47c78,Carson Safety Rest Area,parking,Carson,VA,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
0c12c406-4c2e-44e8-9782-2a153284e104,I-65 Athens Weigh Station (Northbound),weigh-stations,Athens,AL,I-65,,unresolved,no exit path and no street address
0c8f2702-18ba-465d-ad9f-7222b3db2744,Maryland House Travel Plaza,truck-stops,Aberdeen,MD,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
0ea22351-f61f-4716-adf4-d44bb53de66a,American Towing Service - Miami,roadside-service,Miami,FL,I-95,,unresolved,no exit path and no street address
0ef95380-098c-4503-9bc9-74781c544195,Ladysmith Safety Rest Area (Southbound),parking,Ladysmith,VA,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
0fa0d81a-c5bf-427b-9015-3a607768f25b,El Cheapo (Richmond Hill),truck-stops,Richmond Hill,GA,I-95,87,unresolved,no exit path and no street address
0fdb9170-a4db-4d78-9139-2772e54dc673,"Englewood Truck (SW Ohio Towing, Recovery & Mobile Truck Repair)",roadside-service,Englewood,OH,I-75,,unresolved,no exit path and no street address
10905c05-3522-4be3-892e-19218c42f507,Motor City Truck Plaza,truck-stops,Detroit,MI,I-75,43,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
110ba438-bcf5-4d06-892f-4c107be0581f,Truck Parking Club - Pence Ln lot behind Workman's Travel Center,parking,Ozark,AR,I-40,,unresolved,no exit path and no street address
1251f757-4ab4-4acf-93d1-a95df046b3b1,Smith County Welcome Center (TDOT),parking,Buffalo Valley,TN,I-40,MM 267,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
128a2d09-7f2f-42f0-81cc-1f714b61b3d7,Tennessee Weigh Station - I-75 Northbound (Bradley County),weigh-stations,Cleveland,TN,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
128e28fd-ea53-4895-8b25-1d330554e8b6,East Holly Truck Stop,truck-stops,Holly,MI,I-75,98,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
132a8918-4b7b-429b-b420-ce69e9ecb151,"Tennessee Weigh Station — I-65 Southbound (Robertson County, near KY line)",weigh-stations,Mitchellville,TN,I-65,,unresolved,no exit path and no street address
13a9285c-b1a3-41c1-8bd8-b37661403226,Conoco Truck Stop (Carlisle One Stop),truck-stops,Carlisle,AR,I-40,183,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
13facf37-f06a-48ef-acb8-b73b634a4505,Sam's Roadside Service (mobile),roadside-service,Indianapolis,IN,I-65,,unresolved,no exit path and no street address
148c8e61-8e91-4f2e-85a1-cc1b5d178d5b,I-75 Bay City Rest Area (Southbound),parking,Bay City,MI,I-75,,unresolved,no exit path and no street address
14b53fd6-ea8b-4e2a-8618-128e28612212,Southern Tire Mart #330,tire-repair,West Memphis,AR,I-40,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
16b6c4e2-49bc-47f6-89de-cd8db48e1427,Bethal Diesel Service,roadside-service,Conway,AR,I-40,,unresolved,no exit path and no street address
17e513b1-c6cb-4d55-a60c-54cf04234398,Truck Parking Club - 250 W Cumberland Gap Pkwy (Corbin),parking,Corbin,KY,I-75,29,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
188b983c-bfc5-4d1d-9027-02850775a06a,Benton County I-40 Westbound Rest Area,parking,Holladay,TN,I-40,MM 131.5 WB,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
18ded510-87c5-4865-86e6-b043c6768486,"BP Truck Stop (I-75 Exit 47A, Detroit)",truck-stops,Detroit,MI,I-75,,unresolved,no exit path and no street address
1933b8ea-539e-40c2-a8c1-3b177375cc7a,Sleep Inn Walterboro I-95,hotels-truck-parking,Walterboro,SC,I-95,53,unresolved,no exit path and no street address
1b0ef012-d5cf-4550-8723-3c19fa283ddb,Fredericksburg Welcome Center (Southbound),parking,Fredericksburg,VA,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
1b16d50c-fe90-4999-9174-24b1afd5d87f,CAT Scale — London Travel Plaza (AMBEST),cat-scales,London,KY,I-75,41,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
1b26d26d-059c-4bb0-adf1-0775ac9da1e8,Super 8 by Wyndham Corbin/London KY,hotels-truck-parking,Corbin,KY,I-75,29,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
1b9fd8ed-aee3-458f-9296-7a6a5f5ca340,Southern Tire Mart at Pilot (Hardeeville),tire-repair,Hardeeville,SC,I-95,5,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
1ccf0377-ac4f-4d85-9b13-c810b44a0045,Days Inn by Wyndham Lonoke,hotels-truck-parking,Lonoke,AR,I-40,175,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
1dfbe578-4d95-4f90-b00b-ba6cff921daf,Kentucky Weigh Station - I-75 Southbound (Laurel County),weigh-stations,London,KY,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
1e7a6551-2a7e-4d32-a04f-400c8ed8db63,St. Johns County Rest Area (I-95 MM 331),parking,Jacksonville,FL,I-95,,unresolved,no exit path and no street address
20527ca4-925d-432f-a857-1150c2a09ba8,Dale City Safety Rest Area (Northbound),parking,Dale City,VA,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
2063c01e-5281-4755-bb20-ddf02a1653bd,North Carolina Welcome Center - I-40 West (Haywood County),parking,Waynesville,NC,I-40,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
208bb775-28c3-4123-8bd8-6eaaeac77ad4,Maryland House Travel Plaza Truck Parking,parking,Aberdeen,MD,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
214dc102-0732-4ffa-85a4-bf40a8856a14,Pit Stop Diner,truck-stops,Wheatley,AR,I-40,221,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
2237db27-ede4-4872-9149-f2ea2e2fb8c7,CAT Scale at Love's Yemassee,cat-scales,Yemassee,SC,I-95,38,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
22a4681b-6a31-4b56-a959-f4b3fe40ab2f,North American Trade Schools (CDL Program),cdl-schools,Baltimore,MD,I-95,,unresolved,no exit path and no street address
2336b0fe-5981-4520-b61b-5bfa9d81fced,"Brevard County Rest Area (I-95 MM 225, Titusville)",parking,Titusville,FL,I-95,,unresolved,no exit path and no street address
233d03c8-da5e-4cb2-b239-c48f238ec2a1,Sardis Auto/Truck Plaza,truck-stops,Sardis,SC,I-95,150,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
238eeba1-8e9e-4260-99e9-907013e3acd2,Circle C 24/7 Truck Wash,truck-washes,Walterboro,SC,I-95,57,unresolved,no exit path and no street address
2533368e-1ea7-4a8f-b73e-a6c79eec61c5,Georgia Welcome Center (I-95 Northbound),parking,Kingsland,GA,I-95,,unresolved,no exit path and no street address
25dea13e-8d96-411a-8945-782f2b5694d4,I-95 Cumberland County Rest Area (Southbound),parking,Fayetteville,NC,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
25e73d4a-657a-498b-9deb-ceabc08caef4,"Love's Truck Care #225, Evergreen",tire-repair,Evergreen,AL,I-65,93,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
270b3a0e-3826-4c85-8c3d-d1dd311b1c71,GA I-95 Glynn County Rest Area (Southbound),parking,Brunswick,GA,I-95,,unresolved,no exit path and no street address
291f4ba9-2de3-4f95-a81d-642f0bf0ac93,"Westbound Truck Parking Area, I-40 WB near Monterey",parking,Monterey,TN,I-40,MM ~301,unresolved,no exit path and no street address
2937ca5e-063c-4ac7-b4c4-0e7da286f488,TA Montgomery #111,truck-stops,Montgomery,AL,I-65,168,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
2a3d7c32-e385-41db-9b12-6111d7fa91fc,I-95/I-495 Commercial Vehicle Weigh & Inspection Station (MSP CVED),weigh-stations,College Park,MD,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
2aafd4fa-3045-492d-a047-49a8ada973dd,"CAT Scale — Pilot Travel Center #231, Corbin",cat-scales,Corbin,KY,I-75,29,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
2e036deb-3b94-41b3-9fcb-fd5b71923e44,ONE9 Travel Center (former Pilot Travel Center #254),truck-stops,Wildwood,GA,I-24,169,needs-external-geocode,no-calibration; has street address (Census rejected this address)
32e6a809-fac2-4ed9-9b6f-466bd58dbd12,Arkansas Highway Police Weigh Station - I-40 Eastbound (Lehi / West Memphis),weigh-stations,West Memphis,AR,I-40,,unresolved,no exit path and no street address
344a08fa-8320-4f25-95b6-1519225ca8b4,I-95 Truck Stop - Santee,truck-stops,Santee,SC,I-95,93,unresolved,no exit path and no street address
34d6ae7a-216e-46fa-986d-81d0a47ea7e4,I-65 Conecuh County Rest Area (Northbound),parking,Evergreen,AL,I-65,,unresolved,no exit path and no street address
34f173ec-5520-4e3b-aa7e-41cd6bb9de9d,Tennessee Weigh Station - I-75 Southbound (Bradley County),weigh-stations,Cleveland,TN,I-75,,unresolved,no exit path and no street address
351caca3-836f-49e4-be14-a0eeb416a4b3,Blue Beacon Truck Wash of Corbin,truck-washes,Corbin,KY,I-75,29,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
362fcb47-e547-41fc-906c-0e919a652678,Alma I-40 Weigh Station (Westbound),weigh-stations,Alma,AR,I-40,,unresolved,no exit path and no street address
37a7f0ab-cf4f-4a92-8bc2-22b25dfdbfec,CDS Tractor Trailer Training - Richmond,cdl-schools,Richmond,VA,I-95,74,unresolved,no exit path and no street address
38cc0860-23d0-41f4-acee-987625766068,CAT Scale at Love's Richmond Hill (#338),cat-scales,Richmond Hill,GA,I-95,90,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
38ffb2aa-c692-4376-9d7c-4b39e745845d,CAT Scale at ONE9 Travel Center Brinkley,cat-scales,Brinkley,AR,I-40,216,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
39d8b991-c7a4-4631-82f9-23f3e3947ae9,Dickson County Rest Area - I-40 Eastbound (MM 170),parking,Dickson,TN,I-40,,unresolved,no exit path and no street address
3aab07e4-ad3b-4220-91ee-7894d6c3502b,Yellow Hammer Travel Center,truck-stops,Brewton,AL,I-65,69,unresolved,no exit path and no street address
3b66bf1e-4b38-46c8-8b27-b1945714c544,Arlington Truck and Trailer Repair,roadside-service,Eads,TN,I-40,,unresolved,no exit path and no street address
3d065e68-3f21-47d9-8ace-4670366e6fed,Truck Parking Club - 6180 Hagman Rd (Toledo),parking,Toledo,OH,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
3d8ca37c-b13f-4f2b-847e-7365440ac123,Reddy's Super Stop,truck-stops,Brinkley,AR,I-40,216,unresolved,no exit path and no street address
3e75627b-f631-421e-ae02-45d39777a67b,Conway Diesel Service — Evergreen,roadside-service,Evergreen,AL,I-65,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
3f69b705-f6fc-4802-bea2-68c7bd838ed7,"White River Rest Area (I-40 MM 199, EB and WB)",parking,De Valls Bluff,AR,I-40,,unresolved,no exit path and no street address
424c3177-2768-489b-914b-cff1d01ef43f,Littrell Truck & Tractor,roadside-service,Lexington,KY,I-75,,unresolved,no exit path and no street address
431feb1a-211c-4ca1-9c3c-d6b9e32cba5f,Fort Massac Welcome Center / Rest Area (I-24 MM 37),parking,Metropolis,IL,I-24,,unresolved,no exit path and no street address
4487c8c2-b9dc-4b24-bf94-e18b76de138e,Love's Travel Stop #225,truck-stops,Evergreen,AL,I-65,93,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
455fc247-b84b-46fe-91fe-29749283ab41,US Fuel Mart (US Petro Mart),truck-stops,Detroit,MI,I-75,,unresolved,no exit path and no street address
456620fc-23bd-4cf1-a984-21ec9138b774,Savannah Technical College - Commercial Truck Driving (CDL),cdl-schools,Savannah,GA,I-95,,unresolved,no exit path and no street address
45a1cbfc-d6ab-4797-9708-e993055412e4,Georgia Welcome Center (Savannah) - I-95 SB,parking,Port Wentworth,GA,I-95,,unresolved,no exit path and no street address
45b986e7-6555-41bc-9735-4ce59bfae89d,ASAP Towing & Storage,roadside-service,Jacksonville,FL,I-95,,unresolved,no exit path and no street address
46a4172e-6c72-4fa2-aecc-c6d44fbb6f74,"After Hours Road Service, Inc.",roadside-service,Naples,FL,I-75,,unresolved,no exit path and no street address
471132d2-2361-4f71-a7c8-23c836f28f02,Interstate Fleet Services,roadside-service,Clarksville,IN,I-65,,unresolved,no exit path and no street address
47af659e-3b29-419f-a723-21d6bcd4f152,JAX24 Mobile Semi Truck Repair,roadside-service,Jacksonville,FL,I-95,,unresolved,no exit path and no street address
4851db39-17a3-4025-877d-966353811088,Motel 6 West Memphis,hotels-truck-parking,West Memphis,AR,I-40,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
488ef5d6-960c-4504-a163-4c4c8c6d11fc,247 Truck Stop,truck-stops,Widener,AR,I-40,247,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
48942c6d-d58b-46ad-8a29-906278fceb35,Pilot Travel Center #75,truck-stops,Satsuma,AL,I-65,19,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
493f87f4-8dca-4681-9d42-1da6c4646855,Love's Travel Stop #470 (Jasper),truck-stops,Jasper,FL,I-75,451,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
49bf9a34-856c-4427-b94b-c8af02009a4c,Carson Safety Rest Area - I-95 NB,parking,Port Wentworth,GA,I-95,,unresolved,no exit path and no street address
4ab44bf3-6b50-4ff0-b5d6-7161536c8563,Vienna Automotive Center,tire-repair,Vienna,IL,I-24,,unresolved,no exit path and no street address
4c5cc4c2-5394-4b3e-900e-ab729ab8bc54,Red Roof Inn Yemassee,hotels-truck-parking,Yemassee,SC,I-95,33,unresolved,no exit path and no street address
4e7f48fa-e247-4722-bc76-34f269cde7f3,B & F Towing Co.,roadside-service,Wilmington,DE,I-95,,unresolved,no exit path and no street address
4ee402f8-abbf-471f-a9f7-620234b2b192,Days Inn Carlisle,hotels-truck-parking,Carlisle,AR,I-40,183,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
4f21b0d2-18b1-46a0-9a7e-a11b3922f9a7,Ardmore Welcome Center (I-65 Southbound),parking,Elkmont,AL,I-65,,unresolved,no exit path and no street address
50f05436-a429-44f6-829e-630075daec0d,I-95 Robeson County Weigh Station (Northbound),weigh-stations,Lumberton,NC,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
51038905-7826-4be7-83d8-b1ef23a9b7f6,Franco Road Service Inc,roadside-service,Fredericksburg,VA,I-95,,unresolved,no exit path and no street address
525d165f-3020-48a5-a584-8bf689288500,Love's Speedco #906,tire-repair,Brunswick,GA,I-95,29,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
5495d58c-7ab4-4954-af09-7e7d9a6b6804,TNT Services (Fleet Washing / Drive-Thru Truck Wash),truck-washes,Lexington,KY,I-75,,unresolved,no exit path and no street address
54a502b2-9b7d-49be-ba59-e2a4ef38ce72,Agricultural Inspection Station No. 16B (I-95),weigh-stations,Yulee,FL,I-95,,unresolved,no exit path and no street address
55ea9889-c967-4506-aab5-c5fb836ee30e,Michigan Welcome Center - St. Ignace (I-75),parking,St. Ignace,MI,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
56a93068-45d4-4033-ba20-a00d3fe66ba6,Truck Parking Club - Auburn Hills,parking,Auburn Hills,MI,I-75,,unresolved,no exit path and no street address
57d57e31-b67b-4313-bb11-c8ac084587ef,Diesel Down LLC,roadside-service,Auburn Hills,MI,I-75,,unresolved,no exit path and no street address
58062585-dc00-475c-a72f-3ca3df99520e,Georgia I-24 Weigh / Inspection Station (Dade County),weigh-stations,Wildwood,GA,I-24,,unresolved,no exit path and no street address
580ad9fe-73e7-4c6a-bac4-72d30e46f2f7,Henryville Rest Area (Northbound),parking,Henryville,IN,I-65,,unresolved,no exit path and no street address
581dc977-7484-4a7c-a5a8-651dba638261,Express Inn West Memphis,hotels-truck-parking,West Memphis,AR,I-40,,unresolved,no exit path and no street address
5bb26e5f-300b-4e53-856d-4e29876dee0e,Fuel Mart of America,truck-stops,Detroit,MI,I-75,43,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
5cb0eddc-0234-4964-8e45-0cb9980b9c8b,Truck Parking Club lot - 2409 IL-145 Metropolis,parking,Metropolis,IL,I-24,,unresolved,no exit path and no street address
5d4b5503-e66f-42af-89db-63e3bb9eb809,Coastal Chevron / Sunshine Travel Plaza,truck-stops,Woodbine,GA,I-95,14,needs-external-geocode,outside-anchor-range; has street address (Census rejected this address)
5ee50208-ea02-4cbd-8477-5f7469cc0385,"Love's Truck Care / Speedco - Love's Travel Stop #321, Corbin",tire-repair,Corbin,KY,I-75,29,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
5f8a9e1f-6fd6-411f-83aa-6a56f2cb8c97,"I-65 Northbound Truck Parking Area (former weigh station, Robertson County)",parking,Mitchellville,TN,I-65,,unresolved,no exit path and no street address
6027611b-b476-48b3-a777-b43b6492b5ae,CAT Scale at Love's Travel Stop #759,cat-scales,Hazen,AR,I-40,193,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
60eb6009-2034-4200-b1ea-da4d5bd0fe73,Circle K Travel Center - Walterboro,truck-stops,Walterboro,SC,I-95,53,unresolved,no exit path and no street address
640d6b42-4c71-4eb9-b734-da42ae182bab,My Parking Hub - Toledo (Sam's Hub Access),parking,Toledo,OH,I-75,,unresolved,no exit path and no street address
642f5b91-976b-4b31-aee9-c9dec2f544e8,Truck N Learn CDL Training,cdl-schools,Woodbridge,VA,I-95,160,unresolved,no exit path and no street address
66990611-5600-4c2b-be68-7e14bc61820f,Holiday Inn Express & Suites Lonoke I-40 (Exit 175),hotels-truck-parking,Lonoke,AR,I-40,175,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
688309bc-4aac-48a4-97ce-0b3db43d8d33,"Brevard County Rest Area (I-95 MM 168, Palm Bay)",parking,Palm Bay,FL,I-95,,unresolved,no exit path and no street address
69f1f244-c4c0-480b-9e95-f1b02554cb6b,ONE9 Travel Center (Pilot Company),truck-stops,Brinkley,AR,I-40,216,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
6a17477e-60fd-4cb3-86e2-9bdb93546852,Plaza Tire Service - Metropolis,tire-repair,Metropolis,IL,I-24,,unresolved,no exit path and no street address
6a994e3d-56e9-4f0c-97dc-5557807a5fe4,Georgia DPS Weigh Station 2 - I-75 Northbound (Catoosa County),weigh-stations,Ringgold,GA,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
6ad4784a-e243-424d-add0-f86c493522d8,"Hamer Welcome Center (I-95 SB, NC line)",parking,Hamer,SC,I-95,,unresolved,no exit path and no street address
6b484fca-b4c5-41aa-bf35-2560cb161aff,All Truck Service - Jacksonville,roadside-service,Jacksonville,FL,I-95,,unresolved,no exit path and no street address
6bc0c663-fe39-4d71-b270-4b4d3d04b651,Chesapeake House Travel Plaza Truck Parking,parking,North East,MD,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
6bd441b6-c0a8-43f2-9c45-b2c9aad57353,Johnston Community College CDL Driver Training,cdl-schools,Smithfield,NC,I-95,95,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
6c6a902c-51f9-4aee-859d-3eb835664f64,Maryland I-95 North Welcome Center & Rest Area,parking,Savage,MD,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
6d944928-3079-4aef-b907-dfab87dadbb1,CAT Scale at ONE9 Travel Center Wildwood,cat-scales,Wildwood,GA,I-24,169,needs-external-geocode,no-calibration; has street address (Census rejected this address)
6df953c3-9071-4d79-9238-a770b8948f8a,Sapp's Wrecker Service,roadside-service,Savannah,GA,I-95,,unresolved,no exit path and no street address
6e3a9268-d9ac-4350-9e70-6f1c9a9d1964,"GA DPS Weigh Station (I-95 Northbound, Townsend)",weigh-stations,Townsend,GA,I-95,,unresolved,no exit path and no street address
6f4f6754-96fb-4fe2-be0a-9e1c2f7358d8,I-65 Butler County Rest Area (Northbound),parking,Greenville,AL,I-65,,unresolved,no exit path and no street address
6f7fee11-ff4c-445d-b830-d899d682312c,CAT Scale at Flying J Saint Augustine,cat-scales,Saint Augustine,FL,I-95,305,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
703372a3-ddb0-4201-b738-cab8ded1a1cf,Love's Travel Stop #321,truck-stops,Corbin,KY,I-75,29,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
71be62b4-a262-4f8d-b1df-481f987e5298,On-Site Truck and Trailer Services,roadside-service,Metropolis,IL,I-24,,unresolved,no exit path and no street address
72a21b70-6f02-439d-a737-1423eabc65f5,Admiral — Sault Ste. Marie (I-75 Business Spur),truck-stops,Sault Ste. Marie,MI,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
7397efa7-9bc0-4be1-8b78-6e3e8e2d39a0,Ziegler Tire,tire-repair,Lexington,KY,I-75,,unresolved,no exit path and no street address
73a2d986-6a30-41a4-83b8-e396fb3b71e1,Michigan Weigh Station - I-75 Northbound (Mackinac Bridge / St. Ignace),weigh-stations,St. Ignace,MI,I-75,,unresolved,no exit path and no street address
74aacea6-d2b2-4040-88d9-dbbb25571af5,Nassau County Weigh Station (I-95),weigh-stations,Yulee,FL,I-95,,unresolved,no exit path and no street address
754ad6c5-67c3-471c-a1f0-a2add44818fa,McDowell County Rest Area I-40 Eastbound (MM 82),parking,Marion,NC,I-40,,unresolved,no exit path and no street address
77957a3c-8092-4517-8b33-2e50e4047ed4,Van Buren Travel Center,truck-stops,Van Buren,AR,I-40,,unresolved,no exit path and no street address
77f995a5-8ff3-46d9-a772-c1731bd609ba,Albert's Road Service,roadside-service,West Palm Beach,FL,I-95,,unresolved,no exit path and no street address
780cc3cf-1b89-490d-b3f8-676a93f4c6f9,"GA DPS Weigh Station (I-95 Southbound, Townsend)",weigh-stations,Townsend,GA,I-95,,unresolved,no exit path and no street address
789edf6c-1440-44ca-8034-2d2a483a651d,Scott County Rest Area Northbound (MM 127),parking,Georgetown,KY,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
79b23309-1563-43cb-9657-4edb9d990acb,"TDOT Madison County Rest Area (I-40 Eastbound, MM 73)",parking,Denmark,TN,I-40,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
7a03c1f5-6b4d-4951-98a2-a3e752d2270b,TA Richmond (TravelCenters of America),truck-stops,Ashland,VA,I-95,89,unresolved,no exit path and no street address
7af1a802-82f1-4501-a026-986e8230ccfb,Carson Weigh Station Southbound,weigh-stations,Carson,VA,I-95,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
7bddc0f4-c215-42e9-958a-82260e323ba5,I-40 Weigh/Inspection Station - Cocke County (near NC line),weigh-stations,Hartford,TN,I-40,,unresolved,no exit path and no street address
7d8b58e5-05b3-43bc-8ce7-2ec4e660fc2e,Ed's 24 Hour Service,roadside-service,Findlay,OH,I-75,,unresolved,no exit path and no street address
7e1b02c3-b62d-490a-9974-eafe3428f02a,Forrest City Rest Area - I-40 Westbound (MM 242.6),parking,Forrest City,AR,I-40,,unresolved,no exit path and no street address
7e23df57-04ed-4904-a5ca-c80c5ecbbdd7,I-65 Athens Weigh Station (Southbound),weigh-stations,Athens,AL,I-65,,unresolved,no exit path and no street address
7e3bf39e-aaad-40cc-b496-182450fb2ffe,White Springs Weigh Station (I-75),weigh-stations,White Springs,FL,I-75,,needs-external-geocode,no-exit-number; has street address (Census rejected this address)
7e5d2317-5854-4dbb-8ebd-dad61a06f0c4,TransTech CDL Training (Fayetteville),cdl-schools,Fayetteville,NC,I-95,,unresolved,no exit path and no street address
7e66d12a-90ea-4550-bf23-c4ef369c55bf,LP Mobile Tire (Bradenton area),roadside-service,Bradenton,FL,I-75,,unresolved,no exit path and no street address
7e7568b1-db1e-4d3a-8403-85df63b12990,"CAT Scale — Pilot Travel Center #75, Satsuma",cat-scales,Satsuma,AL,I-65,19,needs-external-geocode,anchor-gap-too-large; has street address (Census rejected this address)
